system:index,B4,EVI2,GVI,NDVI,RDVI,estimatefAPAR,.geo
0_41,2082.0,0.32876174587207735,0.8444444444444446,0.2047364400305577,14.81477180765056,0.082,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_61,2242.0,0.31322425939099113,0.9497076023391813,0.1958393113342898,14.623834243352338,0.081,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_64,1920.0,0.2870797180043384,0.8823129251700681,0.1807126093449968,12.37188668373633,0.03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_77,2094.0,0.32526632134480066,0.8670212765957446,0.2027412906910337,14.694198671106598,0.113,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_93,2112.0,0.378170129286913,1.0657734470158342,0.23255813953488372,17.253243712550145,0.114,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_112,2340.0,0.27762261199865934,0.7167868177136971,0.175185054635178,13.195982127426777,0.077,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_116,1680.0,0.3602996254681648,0.9089595375722543,0.2225821378991208,14.63297702652998,0.082,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_130,1834.0,0.4053818045031974,1.162873399715505,0.2475897435897436,17.28701305931191,0.117,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_132,1852.0,0.3814688231653166,1.034059945504087,0.2343943778420835,16.30347277339778,0.12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_137,2260.0,0.2521352521352521,0.7983870967741935,0.16016350798959494,11.749933782240257,0.029,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_168,2208.0,0.3543586109142452,1.037825059101655,0.21923620933521923,16.487962262683396,0.107,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_180,1666.0,0.3090000618773591,0.9049459041731067,0.1934156378600823,12.431375412648663,0.045,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_187,1726.0,0.18607878386476173,0.41259640102827766,0.12028542303771661,7.534900110406391,0.027,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_211,2258.0,0.2604652790741086,0.766255605381166,0.16509521168423,12.142076594801129,0.061,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_215,1820.0,0.24519090644127076,0.7935251798561151,0.1560398794342685,10.247674802571689,0.024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_242,1736.0,0.42379438410894155,1.0310773480662982,0.25764378875347443,17.619896862579438,0.123,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_276,1860.0,0.30595254613570144,0.9148044692737429,0.19165580182529335,13.001554415142396,0.052,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_291,2118.0,0.28153569404401074,0.7052868391451068,0.1774757281553398,12.73627950125077,0.046,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_296,2110.0,0.3541093432228736,0.9018475750577368,0.21909696521095484,16.10623502901192,0.095,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_309,2452.0,0.297914597815293,0.9226638023630505,0.1870026525198939,14.523738914013853,0.09,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_320,2476.0,0.2772086932646208,0.7284313725490197,0.1749416861046318,13.553183036093897,0.042,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_343,1810.0,0.39845670581808246,1.03625170998632,0.24378525172341758,16.86705038710765,0.123,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_356,2452.0,0.343255939077891,0.8763654419066533,0.21296742095971755,16.810941901438635,0.116,"{""type"":""MultiPoint"",""coordinates"":[]}"
