system:index,B2,GVI,MSR,RDVI,SGI,estimateLAI,.geo
0_208,316.0,3.365904365904366,1.0982172726556323,31.97137471131505,4.40251572327044,1.326,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_250,274.0,2.945,0.9291703173145566,25.7913320166448,3.7216981132075473,1.18,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_267,229.0,3.7446153846153845,1.052587331661764,26.922670533943048,4.213114754098361,1.362,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_291,218.0,3.135416666666667,1.071688174386264,27.525863035569134,4.291891891891892,1.237,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_301,395.0,2.8620689655172415,1.1486012787851385,36.0472107652812,4.616487455197133,1.406,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_319,240.0,3.595988538681948,1.1784311166932764,28.72824480252098,4.745562130177515,1.321,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_339,284.0,3.0,1.1006770424549432,30.629995268845402,4.412844036697248,1.392,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_352,426.0,2.6857142857142855,1.0532136456077346,34.8332224099156,4.215686274509804,1.401,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_357,424.0,2.7991266375545854,1.10505092308822,35.73215370471836,4.431239388794567,1.417,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_370,383.0,2.739938080495356,1.202590661582392,35.53070534972925,4.85140562248996,1.409,"{""type"":""MultiPoint"",""coordinates"":[]}"
