system:index,B8,GVI,NLI,RDVI,SGI,estimatefCOVER,.geo
4_640,1808.0,3.7704485488126647,0.9998446064045409,34.222102205160425,7.118110236220472,0.394,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_643,2282.0,2.411061285500747,0.9998037647596454,33.51066863374561,4.465753424657534,0.397,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_651,1576.0,3.925,0.999820450813386,31.899378000874727,7.067264573991031,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_669,1860.0,3.769230769230769,0.9997913271276757,31.807340171552127,5.152354570637119,0.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_682,1718.0,4.1437125748503,0.9998441604551057,33.713858129550616,7.469565217391304,0.389,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_697,1772.0,4.469135802469136,0.9998840825612404,35.96953675274058,9.736263736263735,0.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_708,1870.0,3.3287037037037033,0.9998032736634904,32.431402137821806,5.436046511627907,0.398,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_730,1698.0,4.622516556291391,0.9998640493861414,34.512780180335156,8.66326530612245,0.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_731,1766.0,4.002832861189802,0.9998544397324384,34.4734676221385,7.779735682819383,0.403,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_736,2152.0,3.40081799591002,0.9998402236523405,35.48421145368863,5.816216216216216,0.393,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_742,2018.0,3.135245901639344,0.9998153559064011,33.55915984781046,5.367021276595745,0.395,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_769,1548.0,3.7195121951219514,0.9998439384917365,32.674457499867735,8.27807486631016,0.393,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_770,1736.0,4.767441860465116,0.9998838702784558,35.70857829853443,9.92,0.396,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_783,1700.0,4.573770491803279,0.9998657529563759,34.60469171210702,8.762886597938145,0.404,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_795,2318.0,3.759753593429158,0.9998202324807155,34.67204951389162,4.799171842650104,0.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_796,1966.0,3.7718446601941746,0.999865473729089,36.15900295996007,7.561538461538461,0.403,"{""type"":""MultiPoint"",""coordinates"":[]}"
