system:index,GVI,MSR,NLI,RDVI,SGI,estimatefCOVER,.geo
0_6,4.175373134328358,1.783631324718722,0.9998139242848559,30.526081221443842,7.748603351955308,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_26,3.2902374670184695,1.530133356791615,0.9998078763147047,31.642820435390757,6.4015748031496065,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_40,3.416666666666667,1.2967110215670752,0.9996593972461219,24.789201917812004,5.274881516587678,0.387,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_44,4.298932384341637,1.844712868524313,0.9998340327559808,31.905278593860032,8.092391304347826,0.382,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_52,4.02112676056338,1.806858214921807,0.9998219955479218,31.057136658083596,7.878453038674033,0.349,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_55,3.8530465949820787,1.822181050597736,0.9998145608965653,30.32907875905075,7.964705882352941,0.368,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_87,3.5123456790123457,1.5956361819292189,0.9997969743565513,30.383933954070407,6.7373271889400925,0.357,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_93,3.9430604982206408,1.6896793489187518,0.9998009860519209,30.104277971447235,7.234375,0.35,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_96,3.3641618497109826,1.3475410337434974,0.999759688542318,29.263148131481387,5.510948905109489,0.347,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_102,3.7653958944281527,1.7751435640247275,0.9998402021178142,32.999933980260096,7.701421800947867,0.386,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_116,4.120689655172414,1.946898458772509,0.9998449258092424,32.28978839792247,8.68421052631579,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_120,3.624605678233438,1.5639795302205777,0.9997924982052956,30.245189078658264,6.573991031390134,0.359,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_122,4.380753138075314,1.791762775369604,0.9998004789713905,29.42875614922751,7.793939393939394,0.383,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_124,4.170648464163823,1.9423023055326685,0.9998475211292149,32.595785112504835,8.657142857142857,0.385,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_146,4.6953125,2.0869745325651587,0.9998560621134315,32.51342653470921,9.529411764705882,0.374,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_148,4.052631578947368,1.4806946917841692,0.9998307434917618,34.036034036051056,6.153846153846154,0.377,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_166,2.5430016863406406,0.9352255783798659,0.9997458526643113,29.848100289785464,3.7450980392156863,0.258,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_171,4.133550488599348,1.5679062014439362,0.9998075696000226,31.3829014174504,6.594142259414226,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_195,4.018072289156627,1.8301263902192397,0.9998501313512244,33.68005024370297,8.009615384615385,0.389,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_202,3.8338983050847455,1.8383969375584597,0.9998259290055875,31.195767664055317,8.056497175141242,0.379,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_225,4.23021582733813,1.8500710566463006,0.9998306764193265,31.5512879641768,8.12290502793296,0.382,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_233,4.088414634146342,1.7419004391148154,0.9998406193160055,33.27536030435212,7.518018018018018,0.393,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_244,4.473118279569892,1.8424223963663597,0.9998379016757879,32.2996243672544,8.079365079365079,0.366,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_251,3.951672862453532,1.7432505771098563,0.999800496054725,29.73290644464687,7.52542372881356,0.348,"{""type"":""MultiPoint"",""coordinates"":[]}"
