system:index,EVI,GVI,MSR,RDVI,SGI,estimatefAPAR,.geo
0_122,5.784313725490197,4.380753138075314,1.791762775369604,29.42875614922751,7.793939393939394,0.392,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_124,9.09090909090909,4.170648464163823,1.9423023055326685,32.595785112504835,8.657142857142857,0.394,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_146,7.138949671772429,4.6953125,2.0869745325651587,32.51342653470921,9.529411764705882,0.384,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_148,4.262990455991517,4.052631578947368,1.4806946917841692,34.036034036051056,6.153846153846154,0.388,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_166,3.7726604605585496,2.5430016863406406,0.9352255783798659,29.848100289785464,3.7450980392156863,0.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_171,4.717713479181369,4.133550488599348,1.5679062014439362,31.3829014174504,6.594142259414226,0.383,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_195,8.576470588235294,4.018072289156627,1.8301263902192397,33.68005024370297,8.009615384615385,0.397,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_202,11.292947558770344,3.8338983050847455,1.8383969375584597,31.195767664055317,8.056497175141242,0.388,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_225,7.1790540540540535,4.23021582733813,1.8500710566463006,31.5512879641768,8.12290502793296,0.392,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_228,6.023789294817332,4.796363636363636,2.0094547981018396,33.70463261759436,9.056818181818182,0.397,"{""type"":""MultiPoint"",""coordinates"":[]}"
