system:index,GVI,MSAVI2,NLI,RDVI,SGI,estimatefAPAR,.geo
0_9580,2.9885714285714284,0.752082215416749,0.9996449756356834,25.15736922209491,4.034682080924855,0.203,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9586,2.5354330708661417,0.7165358819008816,0.9996844511604479,26.806683208522507,3.5284872298624754,0.226,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9590,3.4558823529411766,0.8173406779719699,0.9997991200003873,32.047900196061896,5.475903614457831,0.306,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9609,3.097872340425532,0.7060189220126176,0.9993898574034228,19.2641517887825,3.402826855123675,0.255,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9617,3.221218961625282,0.7865861314467111,0.9997718239132543,30.881289361253785,4.68671679197995,0.274,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9629,1.4267241379310347,0.614512236468272,0.9996577538082775,24.777574641764378,2.5944700460829493,0.212,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9637,2.613756613756614,0.7700021238264299,0.999327113057864,18.148724210703918,4.350318471337579,0.209,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9648,3.19647355163728,0.8132797551636486,0.9997759258638832,30.47445591521324,5.356913183279743,0.28,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9686,2.128205128205128,0.6917595843724484,0.9997474116410988,29.87727613208208,3.24468085106383,0.291,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9737,3.942622950819672,0.8764061698195746,0.9997951305698877,28.71476984724192,8.093959731543624,0.326,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9749,3.9572649572649574,0.8723658001247259,0.9997800479733204,27.98186393863215,7.837837837837838,0.326,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9768,3.0539419087136928,0.7845012643217615,0.999779496702533,31.456496274930824,4.641330166270784,0.316,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9769,3.1387283236994223,0.8065097584608338,0.9997298748208714,27.939006123963157,5.169675090252707,0.26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9775,1.2542113323124044,0.5501876762236861,0.9993891427975599,17.53427491018817,2.2235649546827796,0.108,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9787,3.6310160427807485,0.7753538740635122,0.9997406850780262,29.161219266338666,4.4524421593830334,0.303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9823,4.18796992481203,0.8615509851865681,0.9997994320040365,29.99810093713434,7.225130890052356,0.324,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9876,3.9858156028368796,0.8534405833022447,0.9997916078667018,29.888128883203073,6.825242718446602,0.325,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9896,3.569269521410579,0.8207973844989738,0.9998024869026026,32.19506494229537,5.581538461538462,0.312,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9898,2.3567251461988303,0.749655147413705,0.9997093449640306,27.823017400340273,3.9953596287703017,0.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9909,2.196232339089482,0.7332525556862493,0.9997380506092977,29.39910684903105,3.7495395948434624,0.315,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9920,1.8607277289836888,0.6889880957237438,0.9997272609595221,28.73513405351137,3.2157968970380817,0.333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9922,3.0056980056980054,0.8249842157683815,0.9997511484096259,28.539934215697127,5.715447154471545,0.316,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9934,3.0,0.7493180048215891,0.9996875507632855,26.837311269415302,3.990049751243781,0.263,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9989,3.3344709897610922,0.859795060033548,0.9997793039146278,28.697122885028964,7.134831460674158,0.306,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9992,2.4139534883720932,0.7096689107984275,0.9992096020364808,16.930225153825916,3.4460093896713615,0.218,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9996,2.9298245614035086,0.7142442980152737,0.999768115942029,31.269438398822864,3.5,0.313,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9998,2.8266666666666667,0.7734428445075991,0.9996055119089886,23.665279515472758,4.415384615384616,0.22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7,3.996699669966997,0.8764503681900351,0.9998368509974118,32.175015593684655,8.096256684491978,0.356,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_14,4.2313167259786475,0.8877211999076735,0.9998472975130318,32.27391368562474,8.909090909090908,0.354,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_25,3.495114006514658,0.8666247875851241,0.9998067819534344,30.242159897965582,7.5,0.357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_29,3.927631578947368,0.8784690383220095,0.9998378031054467,32.10711240000674,8.23076923076923,0.352,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_34,3.9850746268656714,0.8884359590172153,0.9998330574299248,30.802608223990926,8.966442953020135,0.356,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_47,3.837696335078534,0.8511561987759251,0.9998389636991971,34.139230316926074,6.72,0.34,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_56,3.9815498154981546,0.8814427772563249,0.9998244324229423,30.623758252971232,8.4375,0.339,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_91,3.954385964912281,0.8795658889036986,0.9998294811110209,31.226143865080108,8.305882352941177,0.354,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_101,3.8659793814432986,0.8615397990911333,0.9998045133479483,30.386264364589792,7.224489795918367,0.344,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_104,3.5546218487394956,0.773623883773098,0.9997216595745324,28.172024935508286,4.418478260869565,0.352,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_112,4.159851301115242,0.8774828866462485,0.9998235337470948,30.857700649032722,8.16470588235294,0.358,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_124,3.118811881188119,0.8106509928002197,0.9997724983758912,30.32417907019001,5.282539682539682,0.339,"{""type"":""MultiPoint"",""coordinates"":[]}"
